x,y,dtw,domain
-48.0941047668457,-44.843563079833984,9,image
-43.83034896850586,-48.825870513916016,10,image
-38.18806076049805,-53.40964126586914,11,image
-29.05845069885254,-56.169898986816406,12,image
-27.365345001220703,-64.20137023925781,13,image
-15.764388084411621,-72.5459976196289,14,image
2.474052667617798,-63.904457092285156,16,image
8.853147506713867,-65.70609283447266,17,image
20.3623104095459,-59.777862548828125,18,image
33.49069595336914,-55.441558837890625,19,image
33.99167251586914,-56.09617233276367,20,image
33.97774124145508,-55.9951286315918,21,image
30.806259155273438,-45.46554183959961,22,image
30.593175888061523,-45.33863067626953,23,image
30.02309799194336,-32.34541320800781,23,image
38.288818359375,-40.65989303588867,23,image
23.731855392456055,-23.876001358032227,24,image
21.094959259033203,-14.97641372680664,26,image
-25.816375732421875,5.9562859535217285,27,image
-31.040800094604492,6.646420001983643,28,image
-34.816226959228516,8.28872299194336,31,image
-44.542442321777344,13.856941223144531,32,image
-44.139015197753906,15.088409423828125,33,image
-51.987327575683594,20.002704620361328,34,image
-56.349952697753906,21.492961883544922,35,image
-55.773216247558594,21.07910919189453,36,image
-59.13982009887695,24.57461166381836,38,image
-57.57849884033203,38.316646575927734,39,image
-56.043418884277344,35.845741271972656,40,image
-53.299720764160156,47.31062316894531,42,image
-52.475990295410156,39.90070724487305,45,image
-52.16048049926758,39.7702522277832,46,image
-28.267051696777344,46.45611572265625,47,image
-31.42395782470703,46.572105407714844,48,image
-31.458919525146484,46.53388977050781,49,image
-31.670785903930664,45.622161865234375,50,image
-31.49824333190918,46.2399787902832,51,image
-24.93938446044922,47.09600067138672,52,image
-24.98918342590332,47.07798385620117,52,image
-22.544862747192383,48.566322326660156,0,image
-22.981416702270508,48.553550720214844,0,image
-24.920772552490234,48.2265625,0,image
-22.522531509399414,47.42211151123047,0,image
-24.20124626159668,34.90850830078125,0,image
-22.637435913085938,31.79299545288086,0,image
-22.397401809692383,31.36314582824707,0,image
-22.172143936157227,31.383249282836914,0,image
-23.34182357788086,26.605669021606445,0,image
-27.358613967895508,24.713443756103516,0,image
-30.871442794799805,22.047937393188477,0,image
-30.417011260986328,21.947431564331055,1,image
-50.92446517944336,-3.267805576324463,2,image
-50.9561767578125,-3.467017650604248,3,image
-54.793758392333984,-9.99791431427002,4,image
-54.036800384521484,-12.81371784210205,5,image
-55.204002380371094,-19.71505355834961,6,image
-53.45423889160156,-22.016002655029297,6,image
-55.247398376464844,-19.85724449157715,6,image
-53.486209869384766,-22.67950439453125,6,image
-57.22458267211914,-27.277923583984375,7,image
-52.808040618896484,-36.0404052734375,7,image
-40.92412567138672,-40.0126838684082,8,image
-48.36256790161133,-44.122032165527344,8,image
-44.41253662109375,-50.06302261352539,9,image
-50.59664535522461,-53.60396194458008,10,image
-49.93610382080078,-55.40764617919922,11,image
-33.90077209472656,-69.3741226196289,12,image
-0.9398452043533325,-51.80855941772461,15,image
2.9317729473114014,-52.133060455322266,16,image
3.0458316802978516,-51.92238235473633,17,image
23.09474754333496,-54.476016998291016,18,image
28.267030715942383,-47.65610885620117,21,image
23.453012466430664,-41.57373046875,22,image
29.97621726989746,-32.5097770690918,23,image
19.46251106262207,-28.562522888183594,24,image
12.976990699768066,-24.16151237487793,26,image
-25.980260848999023,-6.12086296081543,27,image
-21.78227996826172,-3.7030277252197266,27,image
-34.81269073486328,-0.14165981113910675,28,image
-60.32499694824219,13.504225730895996,32,image
-63.95207214355469,16.970848083496094,35,image
-67.66490173339844,26.507732391357422,35,image
-68.1849136352539,26.36722755432129,35,image
-58.58034133911133,19.997297286987305,36,image
-61.24707794189453,25.06055450439453,38,image
-61.34542465209961,25.5353946685791,38,image
-63.797420501708984,35.012271881103516,39,image
-61.42997741699219,34.72991943359375,39,image
-59.666343688964844,35.60670471191406,39,image
-58.69155502319336,32.85420608520508,39,image
-58.766075134277344,32.859561920166016,40,image
-53.74245071411133,40.90630340576172,41,image
-25.29576301574707,33.76702880859375,0,image
-28.977989196777344,32.64692306518555,0,image
-36.70146942138672,24.18467903137207,1,image
-36.16733169555664,24.802734375,1,image
-36.72996520996094,24.253021240234375,2,image
-72.47798919677734,-4.792362689971924,3,image
-71.7801284790039,-5.666547775268555,4,image
-72.18643951416016,-6.343018054962158,5,image
-73.37530517578125,-11.815397262573242,6,image
-73.56314849853516,-12.090888977050781,7,image
-73.6694564819336,-12.140789985656738,8,image
-52.59123992919922,-58.93029022216797,9,image
-52.8596076965332,-59.08491134643555,11,image
-28.268558502197266,-74.4891586303711,12,image
-28.002239227294922,-74.31007385253906,13,image
-5.712521553039551,-71.91710662841797,14,image
-5.543292999267578,-71.90855407714844,17,image
16.557668685913086,-53.71097183227539,18,image
19.781906127929688,-50.273494720458984,19,image
23.28717613220215,-48.856964111328125,20,image
24.81496238708496,-44.95191192626953,21,image
32.003116607666016,-42.61277770996094,22,image
32.92494201660156,-42.54342269897461,22,image
29.611753463745117,-37.14316177368164,23,image
29.72585678100586,-36.97303009033203,23,image
27.5010929107666,-28.356380462646484,24,image
19.302181243896484,-25.090166091918945,25,image
23.34935760498047,-21.88975715637207,26,image
21.370450973510742,-16.36136817932129,27,image
-26.148639678955078,3.459028959274292,28,image
-27.768024444580078,4.7892961502075195,30,image
-38.356693267822266,6.091350555419922,31,image
-40.40801239013672,7.464426517486572,31,image
-46.18408203125,10.538726806640625,32,image
-44.625640869140625,13.779960632324219,33,image
-53.411434173583984,19.205759048461914,34,image
-66.73210906982422,24.182750701904297,35,image
-56.83308029174805,19.34853172302246,36,image
-60.059974670410156,18.71373176574707,38,image
-66.19141387939453,26.579288482666016,39,image
-67.22434997558594,36.07290267944336,40,image
-63.57064437866211,42.356998443603516,41,image
-61.87794876098633,42.04141616821289,41,image
-60.817047119140625,44.121559143066406,42,image
-53.46992874145508,50.155242919921875,43,image
-44.791358947753906,61.884159088134766,45,image
-35.0682487487793,60.691429138183594,46,image
-35.01009750366211,60.73886489868164,47,image
-34.8525505065918,60.625770568847656,48,image
-33.89162826538086,60.241493225097656,49,image
-34.05169677734375,60.260520935058594,50,image
-30.131010055541992,65.6060791015625,51,image
-28.09738540649414,61.26630401611328,52,image
-30.315771102905273,29.14438819885254,0,image
-30.486347198486328,29.192323684692383,0,image
-31.010725021362305,29.094974517822266,0,image
-30.950729370117188,29.144758224487305,0,image
-33.459693908691406,28.921466827392578,0,image
-35.7000617980957,22.079084396362305,1,image
-39.24581527709961,21.85467529296875,2,image
-39.28010177612305,21.87441635131836,3,image
-61.657562255859375,-1.5023431777954102,4,image
-61.71999740600586,-3.711531400680542,5,image
-55.88957214355469,-16.719423294067383,6,image
-63.82267379760742,-21.640933990478516,6,image
-66.21849060058594,-20.102901458740234,6,image
-58.292274475097656,-35.284427642822266,7,image
-58.80385971069336,-36.99412536621094,8,image
-56.162044525146484,-47.343257904052734,8,image
-40.397705078125,-61.21480178833008,9,image
-32.966209411621094,-66.55890655517578,12,image
-32.43693161010742,-66.25773620605469,12,image
-0.11636235564947128,-52.584442138671875,13,image
0.2977847456932068,-52.69369888305664,14,image
3.617682933807373,-58.310611724853516,15,image
-0.7805735468864441,-52.89478302001953,15,image
4.767690181732178,-57.68690490722656,16,image
17.080265045166016,-58.85772705078125,18,image
31.058483123779297,-48.35320281982422,19,image
38.772972106933594,-40.73868179321289,23,image
39.872596740722656,-27.884605407714844,24,image
31.881084442138672,-21.63983726501465,25,image
20.41961097717285,-20.5527400970459,26,image
-21.55870246887207,-2.813774824142456,27,image
-28.912384033203125,-4.269626617431641,28,image
-38.56488800048828,1.63332200050354,29,image
-36.445743560791016,-1.060211420059204,30,image
-40.46425247192383,6.735091686248779,31,image
-43.303314208984375,4.817551136016846,31,image
-40.129554748535156,5.055671691894531,31,image
-40.251678466796875,5.267220973968506,31,image
-50.55579376220703,9.155144691467285,32,image
-50.679901123046875,10.99019718170166,34,image
-67.0895767211914,27.539209365844727,38,image
-68.6965103149414,33.35329818725586,39,image
-57.64854049682617,38.541629791259766,39,image
-57.31294250488281,37.29434585571289,40,image
-53.511558532714844,32.43788146972656,40,image
-59.312904357910156,41.772483825683594,41,image
-55.57325744628906,48.275840759277344,42,image
-52.62406921386719,48.94978332519531,42,image
-45.51594161987305,50.5695915222168,43,image
-39.370426177978516,58.092010498046875,45,image
-44.26551818847656,52.56503677368164,46,image
-38.50798797607422,57.95881652832031,47,image
-38.29576873779297,57.9915657043457,48,image
-44.06906509399414,51.28266525268555,52,image
-54.72756576538086,34.59186935424805,0,image
-52.1932258605957,43.844844818115234,0,image
-52.0429801940918,43.976417541503906,0,image
-45.36349105834961,44.62566375732422,0,image
-39.73969268798828,45.35062026977539,0,image
-39.333858489990234,45.58525085449219,0,image
-36.22130584716797,45.25107955932617,0,image
-38.556583404541016,46.288944244384766,0,image
-39.1014518737793,46.237640380859375,0,image
-34.38332748413086,47.385501861572266,0,image
-30.630460739135742,53.09650802612305,0,image
-26.083436965942383,52.51711654663086,0,image
-21.307584762573242,51.34308624267578,0,image
-26.081026077270508,52.461727142333984,0,image
-21.38214874267578,51.462486267089844,0,image
-21.34815788269043,51.343082427978516,0,image
-20.762453079223633,47.14237594604492,0,image
-21.1751766204834,39.79920959472656,0,image
-22.391416549682617,35.37721633911133,0,image
-22.618412017822266,36.11240768432617,0,image
-22.52604866027832,35.770381927490234,0,image
-28.887012481689453,28.185827255249023,0,image
-28.813922882080078,28.15414047241211,0,image
-28.7907657623291,28.095195770263672,0,image
-30.03200912475586,27.523914337158203,0,image
-30.984790802001953,22.5645751953125,1,image
-50.17424011230469,-4.805457592010498,2,image
-53.47513961791992,-7.250227451324463,3,image
-50.95117950439453,-11.668962478637695,3,image
-51.511409759521484,-11.309913635253906,4,image
-51.896785736083984,-11.404939651489258,5,image
-45.59770202636719,-14.24085521697998,6,image
-46.299896240234375,-15.690536499023438,7,image
-49.32356643676758,-22.76367950439453,7,image
-53.09947204589844,-22.509958267211914,7,image
-53.2409553527832,-22.509628295898438,7,image
-53.1107292175293,-25.685686111450195,7,image
-52.15508270263672,-32.93907928466797,7,image
-54.105491638183594,-42.21293640136719,8,image
-46.69867706298828,-52.33034133911133,9,image
-50.745704650878906,-55.045799255371094,10,image
-42.71165466308594,-63.21626281738281,11,image
-33.751983642578125,-69.14257049560547,12,image
-0.5884026885032654,-52.77973175048828,14,image
-9.492441177368164,-69.44132995605469,15,image
3.9757089614868164,-58.591793060302734,16,image
14.814290046691895,-53.38267135620117,18,image
18.9033260345459,-47.81113052368164,19,image
26.27857780456543,-47.672454833984375,20,image
24.911256790161133,-43.70071029663086,23,image
27.04328155517578,-40.9687614440918,23,image
28.31550407409668,-36.3911018371582,23,image
21.705690383911133,-29.50887680053711,24,image
20.67115592956543,-24.54911994934082,52,image
-71.90162658691406,-3.338068723678589,0,image
-70.91943359375,-5.973945617675781,3,image
-72.77505493164062,-12.9850435256958,6,image
-54.6076774597168,-55.2098503112793,7,image
-71.47410583496094,-15.60987377166748,8,image
-73.0303726196289,-13.478161811828613,9,image
-53.84204864501953,-57.2387809753418,10,image
-35.14683151245117,-68.88565063476562,11,image
-25.998384475708008,-73.71331024169922,12,image
-4.4889817237854,-68.799560546875,15,image
6.715514659881592,-60.37016677856445,16,image
11.458831787109375,-57.16530227661133,17,image
11.473462104797363,-57.209983825683594,18,image
11.558724403381348,-57.27913284301758,18,image
19.26444435119629,-59.839237213134766,18,image
24.123828887939453,-58.41549301147461,19,image
32.078311920166016,-58.44184875488281,20,image
40.42230224609375,-42.615394592285156,21,image
40.83183670043945,-31.800403594970703,22,image
39.85184860229492,-35.254547119140625,23,image
25.312204360961914,-25.32042121887207,24,image
34.13926315307617,-26.23979377746582,25,image
23.532642364501953,-21.185449600219727,26,image
20.364303588867188,-16.60750389099121,27,image
-23.855403900146484,3.8553740978240967,28,image
-26.689714431762695,3.1298418045043945,29,image
-27.700218200683594,3.1747522354125977,30,image
-35.20458984375,5.708192348480225,31,image
-29.09588050842285,9.155557632446289,31,image
-32.36840057373047,10.462886810302734,32,image
-44.87614822387695,17.75094985961914,33,image
-45.080902099609375,18.151243209838867,34,image
-52.03123092651367,20.182079315185547,35,image
-52.36864471435547,20.45468521118164,37,image
-53.994571685791016,29.08895492553711,38,image
-54.426822662353516,37.178184509277344,39,image
-53.9268684387207,28.6124210357666,40,image
-53.21491241455078,33.08577346801758,40,image
-50.29048156738281,37.100093841552734,41,image
-50.17137145996094,36.9771842956543,41,image
-52.740455627441406,32.943119049072266,41,image
-50.52492904663086,36.88654708862305,41,image
-50.05208206176758,37.181297302246094,41,image
-50.157447814941406,37.31877899169922,42,image
-49.68486022949219,37.23450469970703,42,image
-39.33343505859375,41.514373779296875,43,image
-31.4509334564209,58.7249870300293,46,image
-29.249454498291016,61.24114990234375,47,image
-27.98977279663086,62.19041061401367,48,image
-19.495275497436523,56.99673080444336,52,image
-17.475372314453125,55.8524169921875,52,image
-19.283092498779297,43.773563385009766,52,image
-19.64423942565918,43.46825408935547,52,image
-19.638290405273438,43.60896682739258,52,image
-22.85724449157715,37.94956970214844,0,image
-22.86548614501953,37.71113204956055,0,image
-22.922744750976562,37.852657318115234,0,image
-31.994125366210938,31.425203323364258,0,image
-33.1132698059082,29.493791580200195,1,image
-70.44136810302734,-4.283306121826172,2,image
-39.73454666137695,24.609025955200195,3,image
-69.40338134765625,-8.56566333770752,4,image
-69.23489379882812,-9.083351135253906,5,image
-68.3377914428711,-9.274945259094238,6,image
-71.33924865722656,-17.288415908813477,7,image
-71.50413513183594,-17.755447387695312,8,image
-56.16590118408203,-49.796627044677734,8,image
-48.30494689941406,-49.005435943603516,9,image
-48.045310974121094,-48.98939895629883,10,image
-33.290767669677734,-62.93816375732422,11,image
-25.277881622314453,-63.163761138916016,12,image
-16.787979125976562,-74.80308532714844,13,image
-11.86591911315918,-73.83583068847656,15,image
-12.045124053955078,-73.97085571289062,17,image
11.872279167175293,-63.0374870300293,18,image
23.661184310913086,-55.48158645629883,19,image
40.49825668334961,-48.669273376464844,20,image
48.857425689697266,-51.26560974121094,21,image
48.553810119628906,-34.92365646362305,22,image
40.21474838256836,-27.70147132873535,23,image
39.89826583862305,-26.186912536621094,24,image
32.633907318115234,-22.294979095458984,25,image
30.576066970825195,-19.884166717529297,25,image
29.308481216430664,-16.915124893188477,25,image
25.830352783203125,-10.562336921691895,26,image
20.41756820678711,-5.476761817932129,27,image
-29.7391357421875,9.424057006835938,28,image
-28.443025588989258,9.411176681518555,29,image
-30.181243896484375,9.584362030029297,30,image
-43.424381256103516,10.334977149963379,31,image
-51.14372634887695,15.509893417358398,34,image
-51.90399932861328,19.462453842163086,36,image
-52.010066986083984,19.525680541992188,37,image
-51.452335357666016,15.593162536621094,38,image
-51.96480941772461,15.145230293273926,38,image
-62.03864669799805,32.07696533203125,39,image
-62.214752197265625,31.98134994506836,39,image
-62.175743103027344,32.03775405883789,39,image
-61.01032638549805,32.496944427490234,39,image
-61.25403594970703,32.352630615234375,40,image
-54.30283737182617,48.202667236328125,41,image
-54.40909194946289,47.38808059692383,42,image
-51.976016998291016,48.047462463378906,42,image
-47.486663818359375,50.71112060546875,43,image
-46.931880950927734,52.04896545410156,44,image
-47.57133865356445,50.31553649902344,52,image
-35.78436279296875,30.369369506835938,0,image
-35.62195587158203,30.474403381347656,0,image
-35.487342834472656,30.681875228881836,0,image
-36.80339050292969,29.480487823486328,0,image
-36.95683670043945,29.01595687866211,1,image
-61.43194580078125,0.7216252684593201,2,image
-61.332828521728516,-0.02248714491724968,2,image
-59.92539978027344,-1.7042734622955322,3,image
-60.14509582519531,-1.8110467195510864,4,image
-62.76170349121094,-7.732615947723389,5,image
-56.170021057128906,-15.773929595947266,6,image
-45.9505615234375,-27.109373092651367,7,image
