x,y,dtw,domain
8.24019718170166,-1.939382791519165,43,image
7.431618690490723,-2.365342378616333,51,image
7.5139899253845215,-2.430482864379883,52,image
7.501681804656982,-0.26485833525657654,0,image
7.44299840927124,-0.035752762109041214,0,image
7.4485249519348145,-0.1343984454870224,0,image
7.499165058135986,0.057698216289281845,0,image
7.359149932861328,0.4886769652366638,0,image
7.358668804168701,1.0510857105255127,0,image
6.9074201583862305,1.233628511428833,0,image
6.957646369934082,0.9107691645622253,0,image
6.8883185386657715,1.1483287811279297,0,image
6.777836799621582,2.1136715412139893,0,image
6.742106914520264,2.4863972663879395,0,image
6.60999870300293,3.062124252319336,0,image
6.495823383331299,3.595061779022217,0,image
6.27579402923584,3.787855625152588,0,image
6.058839321136475,4.13700008392334,0,image
5.897871017456055,3.9631500244140625,0,image
4.594164848327637,4.697399139404297,1,image
3.608172655105591,4.827817440032959,2,image
3.8755555152893066,4.775816440582275,3,image
3.844512701034546,4.857966423034668,3,image
3.5052318572998047,4.79069185256958,4,image
2.8417325019836426,4.388357162475586,5,image
2.071765899658203,4.081906795501709,6,image
0.699399471282959,3.564347743988037,7,image
1.2146782875061035,3.675177812576294,7,image
0.81090247631073,3.6517696380615234,7,image
1.3748522996902466,3.4721357822418213,8,image
2.1678576469421387,3.832373857498169,8,image
2.2092490196228027,3.6000564098358154,8,image
2.277564287185669,3.7545762062072754,9,image
1.3601810932159424,3.3262929916381836,10,image
2.016263246536255,3.5084424018859863,11,image
2.0705649852752686,3.4268405437469482,12,image
2.07909893989563,3.0491623878479004,13,image
2.0588104724884033,2.058412790298462,15,image
1.8422821760177612,1.6514660120010376,16,image
2.1601953506469727,0.9325607419013977,17,image
2.0727317333221436,-0.08661871403455734,18,image
1.9215202331542969,-0.8192118406295776,19,image
1.886465072631836,-1.5360987186431885,21,image
2.0248615741729736,-2.3149795532226562,23,image
2.461754322052002,-2.407907724380493,24,image
3.3431992530822754,-3.070547103881836,26,image
3.2018256187438965,-3.027736186981201,27,image
3.3117353916168213,-3.0982186794281006,27,image
3.488909959793091,-3.5451366901397705,27,image
3.710965633392334,-3.3992655277252197,28,image
3.6726107597351074,-3.511507272720337,29,image
5.020610809326172,-3.960667610168457,32,image
5.727179050445557,-4.062351226806641,35,image
5.764957427978516,-4.111813068389893,37,image
6.091787815093994,-3.911851167678833,38,image
6.498312950134277,-4.091381072998047,39,image
6.4244818687438965,3.292330741882324,0,image
6.27055549621582,3.4909567832946777,0,image
6.151925086975098,3.73905611038208,0,image
5.624964237213135,4.03411340713501,0,image
5.2173380851745605,4.123373985290527,1,image
4.608996391296387,4.189915180206299,2,image
4.1889495849609375,4.121190547943115,3,image
4.307064533233643,4.263920783996582,4,image
3.866553544998169,3.969663619995117,5,image
3.6506497859954834,3.8179948329925537,6,image
3.5350358486175537,3.933397054672241,6,image
2.3513550758361816,3.827444553375244,7,image
1.6236200332641602,3.8614730834960938,7,image
1.8077311515808105,3.8403828144073486,7,image
1.5973494052886963,4.064329147338867,8,image
2.1317391395568848,3.675560712814331,9,image
1.6427295207977295,3.6409358978271484,10,image
1.295188069343567,3.486551284790039,11,image
1.2303004264831543,3.2975776195526123,12,image
1.6784307956695557,3.096545457839966,13,image
1.5987935066223145,2.3575921058654785,14,image
1.162325143814087,1.4992899894714355,16,image
1.1591813564300537,0.9371916055679321,17,image
1.3163114786148071,-0.09017171710729599,18,image
1.3235141038894653,-0.9856002330780029,19,image
1.1714072227478027,-0.948623538017273,20,image
1.2164651155471802,-1.121791958808899,21,image
1.9860682487487793,-1.6251176595687866,22,image
2.2876319885253906,-1.5415202379226685,23,image
2.3562302589416504,-2.3963425159454346,23,image
1.8729586601257324,-2.0124876499176025,23,image
2.2020604610443115,-3.116992712020874,24,image
2.012861967086792,-3.635192394256592,26,image
2.5771098136901855,-3.7062971591949463,27,image
3.0581305027008057,-3.761463165283203,28,image
3.4192728996276855,-3.843376398086548,31,image
3.757023572921753,-3.7627182006835938,32,image
3.16745924949646,-3.5055315494537354,33,image
5.08140230178833,-3.855668544769287,34,image
6.228818416595459,-4.2813568115234375,35,image
6.076631546020508,-4.19923734664917,36,image
6.3734049797058105,-4.290761947631836,38,image
7.197175025939941,-3.674983263015747,39,image
6.857153415679932,-3.747546434402466,40,image
7.681144714355469,-2.96181583404541,42,image
6.977424144744873,-3.1381871700286865,45,image
6.875906944274902,-3.0236194133758545,46,image
6.881408214569092,0.036732494831085205,47,image
7.168803691864014,-0.6516464352607727,48,image
7.117712497711182,-0.5847195386886597,49,image
6.64263916015625,-0.9458407163619995,50,image
6.947769641876221,-0.7356957197189331,51,image
6.924113750457764,0.213478684425354,52,image
6.843075752258301,0.003037781920284033,52,image
7.19924783706665,0.7089893817901611,0,image
7.173424243927002,0.4986186623573303,0,image
7.1442036628723145,0.08476436883211136,0,image
6.853732585906982,0.7928439378738403,0,image
6.083596706390381,2.502034902572632,0,image
5.926808834075928,3.095562219619751,0,image
5.8438849449157715,3.261965274810791,0,image
5.967250347137451,3.262064218521118,0,image
5.705875396728516,3.6740775108337402,0,image
5.398775577545166,3.817108392715454,0,image
5.029479026794434,4.060112476348877,0,image
5.258776664733887,4.125175952911377,1,image
4.681797981262207,4.452376842498779,2,image
4.414886951446533,4.278319358825684,3,image
3.562732696533203,4.1808929443359375,4,image
3.145982027053833,4.153026103973389,5,image
2.6795990467071533,4.227038860321045,6,image
1.866239070892334,4.204508304595947,6,image
2.6875388622283936,4.126157283782959,6,image
2.0121450424194336,3.872025728225708,6,image
2.1823813915252686,3.682694911956787,7,image
2.011073589324951,3.5275626182556152,7,image
1.034664511680603,3.661512851715088,8,image
2.0369949340820312,3.645987033843994,8,image
1.9126898050308228,3.47173810005188,9,image
2.6804959774017334,3.5036356449127197,10,image
2.6904797554016113,3.3463032245635986,11,image
2.4650943279266357,2.6762404441833496,12,image
2.5849061012268066,2.153064012527466,15,image
2.2104098796844482,1.5860795974731445,16,image
2.516781806945801,1.472815990447998,17,image
1.9174964427947998,-0.6990325450897217,18,image
1.9488641023635864,-1.324185848236084,21,image
2.324422597885132,-1.3974730968475342,22,image
2.127436876296997,-2.03486967086792,23,image
2.876309633255005,-2.791602373123169,24,image
3.127455711364746,-3.053525447845459,26,image
3.5647313594818115,-3.2161927223205566,27,image
3.1549878120422363,-3.4618871212005615,27,image
3.937584161758423,-3.6227495670318604,28,image
5.440056324005127,-3.941986560821533,32,image
6.471467018127441,-4.294822692871094,35,image
6.961999893188477,-4.443617820739746,35,image
7.151187419891357,-4.581535816192627,35,image
6.249077796936035,-4.3060622215271,36,image
6.4055495262146,-4.1344733238220215,38,image
6.52474308013916,-4.190847873687744,38,image
7.172056198120117,-4.104462623596191,39,image
6.960241794586182,-3.886556386947632,39,image
6.914437294006348,-3.6551835536956787,39,image
6.4638237953186035,-3.5600481033325195,39,image
6.508678913116455,-3.6423401832580566,40,image
6.908461570739746,-3.2839415073394775,41,image
5.781392574310303,2.988455057144165,0,image
5.664731502532959,3.5230519771575928,0,image
5.138703346252441,4.064029216766357,1,image
5.2633771896362305,3.861151695251465,1,image
5.035366058349609,3.9682796001434326,2,image
4.752316951751709,4.222312927246094,3,image
4.267041206359863,3.718855381011963,4,image
4.261183738708496,3.8448169231414795,5,image
4.120976448059082,3.7373454570770264,6,image
3.8539538383483887,3.559516191482544,7,image
3.6375198364257812,3.545147657394409,8,image
3.25115704536438,2.9712390899658203,9,image
2.8833272457122803,2.754267454147339,11,image
2.6830458641052246,2.5298526287078857,12,image
2.543698310852051,2.65574312210083,13,image
1.801398515701294,2.0127673149108887,14,image
1.683651328086853,2.047536849975586,17,image
2.177807092666626,0.4421475827693939,18,image
2.2824740409851074,-0.18092969059944153,19,image
2.3966946601867676,-0.7699623703956604,20,image
2.4595677852630615,-1.247789740562439,21,image
2.197831869125366,-1.6434929370880127,22,image
1.9691112041473389,-1.7550078630447388,22,image
2.3981168270111084,-2.295689582824707,23,image
2.340135097503662,-2.425604820251465,23,image
2.539076805114746,-2.6905484199523926,24,image
2.731052875518799,-2.9586756229400635,25,image
2.1971757411956787,-3.184638023376465,26,image
2.1458547115325928,-3.619210720062256,27,image
2.9422290325164795,-4.011929988861084,28,image
3.0912363529205322,-4.248150825500488,30,image
3.1923668384552,-4.3542327880859375,31,image
3.9177370071411133,-4.255368232727051,31,image
4.664578437805176,-4.254922389984131,32,image
3.9001822471618652,-3.878868579864502,33,image
5.605759620666504,-4.196196556091309,34,image
6.761007308959961,-4.639232158660889,35,image
6.266456127166748,-4.454067230224609,36,image
6.347331523895264,-4.508293628692627,38,image
6.941654682159424,-4.538778781890869,39,image
7.5471601486206055,-4.358494758605957,40,image
8.083085060119629,-4.299862861633301,41,image
7.774841785430908,-3.9143660068511963,41,image
8.06668758392334,-3.7126247882843018,42,image
8.032896041870117,-2.8379251956939697,43,image
8.426580429077148,-1.6983201503753662,45,image
7.8122992515563965,-1.0536478757858276,46,image
7.8575334548950195,-0.854335367679596,47,image
7.699686527252197,-1.056308627128601,48,image
7.43750524520874,-0.7709867358207703,49,image
7.637510299682617,-0.8924713134765625,50,image
7.858309268951416,-0.23699814081192017,51,image
7.257840156555176,-0.1171816810965538,52,image
5.186827182769775,3.2479021549224854,0,image
5.135709762573242,3.175387144088745,0,image
4.916784286499023,3.375145673751831,0,image
4.985823154449463,3.28938627243042,0,image
4.814150333404541,3.463407516479492,0,image
4.8763933181762695,4.01528263092041,1,image
4.669029235839844,3.913862705230713,2,image
4.679760456085205,3.876159429550171,3,image
4.159022808074951,3.8392419815063477,4,image
3.7234725952148438,3.8801872730255127,5,image
2.8815293312072754,3.557232618331909,6,image
2.920896291732788,3.5024189949035645,6,image
3.2618260383605957,3.416347026824951,6,image
2.860011577606201,3.608670711517334,7,image
3.067322254180908,3.551941394805908,8,image
3.002208948135376,3.4330365657806396,8,image
2.3571970462799072,3.261256694793701,9,image
2.2339017391204834,2.924306869506836,12,image
1.8973076343536377,2.87680983543396,12,image
2.117708206176758,1.8305248022079468,13,image
2.301743268966675,1.8703418970108032,14,image
1.8442707061767578,1.6613335609436035,15,image
2.2909603118896484,2.1931238174438477,15,image
1.7472835779190063,1.3270522356033325,16,image
1.6354609727859497,0.3829803168773651,18,image
1.5458494424819946,-1.3053369522094727,19,image
1.6459298133850098,-2.041055679321289,23,image
1.1063170433044434,-3.0523316860198975,24,image
1.4357099533081055,-3.3918638229370117,25,image
2.4870078563690186,-3.202639102935791,26,image
3.045421838760376,-3.383518695831299,27,image
3.6027801036834717,-3.5260841846466064,28,image
3.919098377227783,-3.9193947315216064,29,image
3.774792432785034,-3.9260177612304688,30,image
3.9670968055725098,-4.168825626373291,31,image
4.491999626159668,-4.145228385925293,31,image
4.241678237915039,-4.205068111419678,31,image
4.160564422607422,-4.121063709259033,31,image
4.897011756896973,-4.50154447555542,32,image
5.25836706161499,-4.387253761291504,34,image
7.380386829376221,-4.727049827575684,38,image
7.473888874053955,-4.5111823081970215,39,image
7.425934791564941,-3.746095657348633,39,image
7.106351852416992,-3.893193244934082,40,image
6.626573085784912,-3.8938071727752686,40,image
7.746856689453125,-3.7639989852905273,41,image
8.00813102722168,-3.5123794078826904,42,image
7.828998565673828,-3.018214225769043,42,image
7.534393310546875,-2.3537867069244385,43,image
7.743791103363037,-1.5476431846618652,45,image
7.560664653778076,-1.9095655679702759,46,image
7.557638168334961,-1.5780878067016602,47,image
7.596594333648682,-1.347967505455017,48,image
7.24006462097168,-1.9497315883636475,52,image
6.900046348571777,-3.7014896869659424,0,image
7.466191291809082,-3.2705535888671875,0,image
7.464860916137695,-2.9847333431243896,0,image
7.221436977386475,-2.4940197467803955,0,image
7.118191242218018,-1.9908102750778198,0,image
7.215838432312012,-1.735660433769226,0,image
7.2247233390808105,-1.3653972148895264,0,image
7.52388334274292,-1.5806589126586914,0,image
7.498941898345947,-1.7803308963775635,0,image
7.534054756164551,-0.934099555015564,0,image
8.005870819091797,-0.6841768622398376,0,image
7.778469562530518,0.012228230014443398,0,image
7.222131729125977,0.7446567416191101,0,image
7.639735698699951,-0.0476771742105484,0,image
7.6343770027160645,0.5406042337417603,0,image
7.406729698181152,0.6800505518913269,0,image
6.855658531188965,1.1018096208572388,0,image
5.864682674407959,1.748197078704834,0,image
5.579872131347656,2.660017728805542,0,image
5.419125080108643,2.203526735305786,0,image
5.446761131286621,2.466799736022949,0,image
4.7313032150268555,3.2455809116363525,0,image
4.991377830505371,3.2574000358581543,0,image
4.971593856811523,3.360767126083374,0,image
3.7917897701263428,3.657078742980957,0,image
4.926150321960449,4.165506362915039,1,image
3.8010780811309814,4.584689140319824,2,image
3.6331071853637695,4.208902835845947,3,image
2.740530252456665,4.2316203117370605,3,image
2.9264204502105713,4.710780143737793,4,image
2.8305234909057617,4.923465251922607,5,image
0.26040950417518616,4.444903373718262,6,image
0.4148072600364685,3.6742136478424072,7,image
0.4693567454814911,3.2529854774475098,7,image
1.574912190437317,3.709587812423706,7,image
1.7820663452148438,3.8505167961120605,7,image
2.247793674468994,4.057554244995117,7,image
1.933698058128357,3.6207692623138428,7,image
2.353121280670166,3.592927932739258,8,image
2.5314111709594727,3.6011741161346436,9,image
2.653611660003662,3.262619972229004,10,image
2.7795798778533936,3.1865909099578857,11,image
2.508432388305664,2.7142038345336914,12,image
2.3149702548980713,2.090613603591919,14,image
2.223151683807373,2.043309450149536,15,image
1.8128587007522583,1.470780372619629,16,image
2.0713906288146973,0.31068792939186096,18,image
2.1928231716156006,-0.3890894949436188,19,image
2.1227641105651855,-1.010963797569275,20,image
2.731952428817749,-1.1466704607009888,23,image
2.629809617996216,-1.6143057346343994,23,image
2.5256783962249756,-2.3472766876220703,23,image
2.8498382568359375,-2.7412331104278564,24,image
2.7547268867492676,-3.0120556354522705,52,image
4.324000835418701,3.2599167823791504,0,image
4.015625,3.4544248580932617,3,image
3.6850461959838867,3.2614967823028564,6,image
3.075836420059204,3.2565321922302246,7,image
3.1122682094573975,3.3485748767852783,8,image
3.0143022537231445,3.0484795570373535,9,image
2.5009689331054688,2.725789785385132,10,image
2.3559539318084717,2.567291736602783,11,image
2.0468947887420654,2.4875097274780273,12,image
1.3910688161849976,1.80961012840271,15,image
1.5676651000976562,1.2637081146240234,16,image
1.7091878652572632,0.6993680000305176,17,image
1.7455534934997559,0.6997113227844238,18,image
1.751957893371582,0.7034736275672913,18,image
1.3009623289108276,-0.004575972445309162,18,image
1.3326276540756226,-0.30361300706863403,19,image
1.0242873430252075,-0.8128323554992676,20,image
1.3906381130218506,-1.849677562713623,21,image
1.0589500665664673,-2.444584846496582,22,image
1.2356126308441162,-2.406747579574585,23,image
2.205203056335449,-2.9647228717803955,24,image
1.4425029754638672,-3.1804003715515137,25,image
2.213242292404175,-3.3342902660369873,26,image
2.3223276138305664,-3.8058204650878906,27,image
2.6828620433807373,-4.0864973068237305,28,image
3.067495107650757,-3.8579275608062744,29,image
3.2255942821502686,-3.9415175914764404,30,image
3.2656524181365967,-4.022826671600342,31,image
1.6954737901687622,-3.5628578662872314,31,image
2.6471145153045654,-3.601245880126953,32,image
2.8095569610595703,-3.42792010307312,33,image
2.5413413047790527,-3.3580973148345947,34,image
4.899152755737305,-3.98695707321167,35,image
4.999417304992676,-4.103234767913818,37,image
6.274065971374512,-4.003220558166504,38,image
7.068597316741943,-3.498004913330078,39,image
5.952650547027588,-3.999108076095581,40,image
6.52738618850708,-3.743387222290039,40,image
6.909414768218994,-3.2127013206481934,41,image
6.627697944641113,-3.0939455032348633,41,image
6.188272953033447,-3.570319175720215,41,image
6.69635534286499,-3.248225212097168,41,image
6.850298881530762,-3.0391554832458496,41,image
7.0939249992370605,-3.2156121730804443,42,image
6.7855000495910645,-2.7982585430145264,42,image
6.826215744018555,-1.973428726196289,43,image
6.985245704650879,-0.8523941040039062,46,image
7.1748738288879395,-0.3286554515361786,47,image
7.49622106552124,0.05910119414329529,48,image
7.335504531860352,0.8352029919624329,52,image
7.098021030426025,1.4702141284942627,52,image
6.71807336807251,1.5962204933166504,52,image
6.362186431884766,1.6359326839447021,52,image
6.444279670715332,1.5400059223175049,52,image
5.639156818389893,1.75081467628479,0,image
5.6503729820251465,2.1289515495300293,0,image
5.633815765380859,1.9840246438980103,0,image
5.232925891876221,3.0966403484344482,0,image
5.057958602905273,3.366724967956543,1,image
4.056328773498535,3.372783899307251,2,image
4.665343284606934,3.51662540435791,3,image
3.96551251411438,3.5718464851379395,4,image
3.664456367492676,3.2950260639190674,5,image
3.232002019882202,3.1124322414398193,6,image
2.8823301792144775,3.2145543098449707,7,image
2.6695001125335693,3.1557579040527344,8,image
2.257990837097168,3.179494619369507,8,image
2.0186917781829834,2.9468023777008057,9,image
1.8353811502456665,3.1142430305480957,10,image
1.4462636709213257,2.9162967205047607,11,image
1.261582612991333,2.5791618824005127,12,image
1.3764166831970215,2.3474462032318115,13,image
1.804484248161316,2.0625550746917725,15,image
1.9356342554092407,1.9617887735366821,17,image
1.39931321144104,0.28870677947998047,18,image
1.4782308340072632,-0.6420663595199585,19,image
1.1880003213882446,-1.2996222972869873,20,image
0.5456578731536865,-1.7055399417877197,21,image
0.6598600149154663,-2.3169782161712646,22,image
1.0445693731307983,-2.929476261138916,23,image
0.9622236490249634,-3.166545867919922,24,image
1.3821161985397339,-3.252166509628296,25,image
1.1750197410583496,-3.4998040199279785,25,image
0.7898614406585693,-3.354865550994873,25,image
0.4772838056087494,-3.402235269546509,26,image
0.6105115413665771,-3.458676338195801,27,image
1.9386892318725586,-3.7620856761932373,28,image
1.3098106384277344,-3.533132553100586,29,image
2.0881497859954834,-3.6779425144195557,30,image
4.002697944641113,-4.020374298095703,31,image
4.74943208694458,-4.081209659576416,34,image
4.980688571929932,-4.02428674697876,36,image
5.121621131896973,-4.118127822875977,37,image
4.893764495849609,-4.147801876068115,38,image
5.033665657043457,-4.162391662597656,38,image
6.669029235839844,-4.092118740081787,39,image
6.789525032043457,-4.26141881942749,39,image
6.935850620269775,-4.224354267120361,39,image
6.8139872550964355,-4.071615219116211,39,image
6.638164520263672,-3.975219964981079,40,image
7.883352756500244,-3.0512752532958984,41,image
7.607447147369385,-3.2194671630859375,42,image
7.846662521362305,-2.9796435832977295,42,image
7.82783317565918,-2.4384605884552,43,image
8.051664352416992,-2.3653218746185303,44,image
7.664432048797607,-2.457209587097168,52,image
4.577084541320801,3.033823013305664,0,image
4.677807331085205,3.0376954078674316,0,image
4.639543056488037,2.845747470855713,0,image
4.242990016937256,3.189098358154297,0,image
4.539299011230469,3.4527101516723633,1,image
3.849644899368286,3.714080572128296,2,image
4.233895301818848,3.9882473945617676,2,image
4.363626003265381,4.20920467376709,3,image
4.273083209991455,4.134180545806885,4,image
4.056997776031494,4.059726715087891,5,image
3.0957841873168945,3.7622857093811035,6,image
0.38419970870018005,3.328059673309326,7,image
