id,vidx,tsne,samples,label,video,centerCos,centerEucli,clusterCos,clusterEucli,vector
0,0,"[16.056488037109375, 21.27017593383789]","[{'key': 'v00', 'value': 14.07053175230623}, {'key': 'v01', 'value': 12.0388253155811}, {'key': 'v02', 'value': 16.641646716491604}, {'key': 'v03', 'value': 13.369789911390644}, {'key': 'v04', 'value': 18.204910947099407}, {'key': 'v05', 'value': 13.159238178073641}, {'key': 'v06', 'value': 13.167452010769267}, {'key': 'v07', 'value': 21.67354019714934}, {'key': 'v08', 'value': 23.87956259418437}, {'key': 'v09', 'value': 14.161155314487136}, {'key': 'v10', 'value': 19.050535371346225}, {'key': 'v11', 'value': 16.36233778141674}, {'key': 'v12', 'value': 26.545539938578653}, {'key': 'v13', 'value': 15.666818926097546}, {'key': 'v14', 'value': 20.98025153485692}, {'key': 'v15', 'value': 13.128801871477572}, {'key': 'v16', 'value': 30.99337041629726}, {'key': 'v17', 'value': 16.141895279285407}, {'key': 'v18', 'value': 14.19698060563426}, {'key': 'v19', 'value': 32.13373355625925}, {'key': 'v20', 'value': 36.05905920535555}, {'key': 'v21', 'value': 37.18973072638169}, {'key': 'v22', 'value': 38.79996980513548}, {'key': 'v23', 'value': 44.077569658526095}, {'key': 'v24', 'value': 44.11604698078909}, {'key': 'v25', 'value': 46.9235113012949}]",0,JUHQMF1NKBUE,False,False,7,4,"[ 0.         36.28979629 29.80606246 13.94770476 25.43723371 12.78683376
 19.53925206 11.32944176 44.11604698 14.01462917 14.47847778 15.43564711
 35.1196527  21.6735402  29.14381169 18.31785743 14.48317534 25.26943827
  9.88225111 14.23717892 12.40740479 11.66648084 22.90860313 27.48542014
 13.35743595 17.62101167 15.45242277  9.32067055 23.33087283 10.15866666
 20.31020275 11.86124678 33.88523796 25.90944243 20.5773741  11.48214521
 30.99337042 15.59274276 17.00587938  9.35214024 35.33762994 25.79765749
 12.98460391 16.33393502 34.53849434 10.09267289 19.28396723 10.33283729
 11.43184875 13.00460656 11.83688548 16.11284272 15.57150385 27.79188308
 33.95034276 32.91246039 25.2258265  19.05053537 20.17797143 35.57024829
 21.65571343 11.97466099 12.8088145  15.38508876 14.16115531 34.96840098
 13.53155715 11.98116507 11.55562305 26.54734756  9.53504273 11.62210953
 33.79363579 21.09128341 12.87174426 12.37362254 16.17290182 26.54553994
 13.00047652 16.39287334 38.76596411 13.36978991  9.30263348 11.62549682
 10.46560685 13.00369969 30.61965199 26.43963233  9.68378568 16.38820698
 10.64316783 13.03088559 30.9012838  34.98934728 16.3368893  22.9871013
 24.5612701  25.87163667 13.13340246 16.87354367 16.36233778 13.16745201
 12.76864533 12.4966474  28.76099295 20.98025153 11.34798967 17.37518857
 37.18973073 10.20577218 17.09306969  9.91305658 11.19704508 13.15923818
 11.57044037 20.97535576 10.791823   37.36518992 24.04377129 12.51024544
 20.67222516 28.06239808 10.39854818 15.01896192 14.95745204 38.79996981
 38.33863158 24.06805993  9.40432212 30.54474862 14.19698061 14.51863054
 18.20491095 11.66753465 29.59361411 13.76832298 15.9691202  11.72023168
 14.88020391 16.02158684 13.66673084 41.75754977 36.05905921 14.68209831
 10.20828178 11.40301289 20.37895385 13.3313491  14.08401532 18.92670332
 13.94721261 13.12880187 12.59136922 37.0430246  10.23548323 46.9235113
  9.30889541 26.17838041 14.07053175  9.99542228 16.14189528 10.8937233
 44.07756966 10.40738614  9.99837048 34.82220365 19.88056704 18.68361917
 12.03882532 14.11150405 35.98037481 33.36761539 15.6691476  43.74215014
 10.86245227 14.52607154 11.6283348  26.48199456 23.87956259 11.15226542
 16.06005471 32.13373356 37.09089081 31.68604229 11.17552231 36.42218537
 13.74381761 25.58645435 13.64719643 37.82057154 13.0477445  16.64164672
 14.55802931 21.46654656 15.66681893 22.46909213 14.96181312]"
1,1,"[-5.950497627258301, -53.2635498046875]","[{'key': 'v00', 'value': 21.710935929645977}, {'key': 'v01', 'value': 22.588025994396165}, {'key': 'v02', 'value': 19.430557416715352}, {'key': 'v03', 'value': 22.99470162393834}, {'key': 'v04', 'value': 20.06668772991066}, {'key': 'v05', 'value': 27.676512698439538}, {'key': 'v06', 'value': 29.9926445626332}, {'key': 'v07', 'value': 17.686053793186375}, {'key': 'v08', 'value': 14.414837168730857}, {'key': 'v09', 'value': 28.138627635385912}, {'key': 'v10', 'value': 25.994524195726903}, {'key': 'v11', 'value': 33.21845026320612}, {'key': 'v12', 'value': 14.738178377174137}, {'key': 'v13', 'value': 34.20423431131114}, {'key': 'v14', 'value': 25.33060990745341}, {'key': 'v15', 'value': 36.7236992231696}, {'key': 'v16', 'value': 12.549773437280614}, {'key': 'v17', 'value': 38.522227803447706}, {'key': 'v18', 'value': 46.129281297597046}, {'key': 'v19', 'value': 19.189243954981777}, {'key': 'v20', 'value': 11.051805245834563}, {'key': 'v21', 'value': 10.891895833020964}, {'key': 'v22', 'value': 10.891659702531319}, {'key': 'v23', 'value': 12.069027314390505}, {'key': 'v24', 'value': 15.799672400723997}, {'key': 'v25', 'value': 12.110393444425975}]",0,QD8WF4HTJ6UU,False,3,3,3,"[36.28979629  0.         19.5030643  22.09237771 13.91056421 31.65094892
 19.5484272  32.00531338 15.7996724  41.41208237 28.6544315  32.96634555
  9.9738911  17.68605379 13.45118886 23.8692952  23.29966299 20.004805
 39.83574032 22.16027004 39.46195627 28.05371339 18.75753225 12.33593579
 44.36106957 29.48876663 42.59520975 36.18566754 16.24249101 33.42025474
 16.56465665 40.86871052 13.28018939 18.61361547 16.33096806 32.088851
 12.54977344 27.21673674 23.08720773 38.72519482 16.38282086 11.37310832
 28.55409092 27.63535758 16.68844593 38.53360499 18.08154633 30.93695389
 34.66226828 29.43991013 42.04939721 20.95174599 20.4326255  16.10221481
 15.11501649 12.98899074 14.03879183 25.9945242  22.40208851 12.24313509
 19.35561403 35.93360762 44.36539487 34.05729834 28.13862764  9.5657386
 48.89506096 34.79087912 28.12285253 14.0066514  36.69826077 39.59925263
  9.27803394 16.50517002 31.63396069 29.33601195 27.59006876 14.73817838
 27.90962709 36.46684294 11.43000502 22.99470162 38.73743348 28.11957685
 34.70016422 41.26629676 17.53952731 13.53180072 32.22183134 26.63781279
 26.72576128 39.79691887 14.13874967 11.49053019 17.52603641 14.66833542
 13.87100561 11.64231016 41.40073374 19.57416208 33.21845026 29.99264456
 28.05988031 27.88646314 11.44476161 25.33060991 33.45038044 22.97475148
 10.89189583 26.51502592 35.15806151 32.95331792 30.07371446 27.6765127
 26.50824501 15.7180033  38.72060432 11.07148868 13.79180855 39.34721194
 31.29858147 15.67414978 32.15439325 22.78255734 25.51056815 10.8916597
 10.90764517 15.82201855 32.20131944 11.78991972 46.1292813  22.25894457
 20.06668773 34.0477028  11.46598299 32.41123132 25.72580762 41.27368818
 24.31141241 19.83217336 32.77245542 10.37149822 11.05180525 21.74740264
 34.99525131 45.63572342 17.26122193 35.5097592  33.34997087 22.40583711
 32.53216126 36.72369922 33.87040609 10.04677545 34.17942893 12.11039344
 35.42157695 14.10897578 21.71093593 37.15127054 38.5222278  36.0160701
 12.06902731 38.23512121 38.27351331 11.68082089 18.70630063 22.04074927
 22.58802599 28.84966264 16.3774462  10.23390959 47.53505865 12.1953806
 40.08500838 26.98097011 30.59504523 15.95392188 14.41483717 35.36597938
 23.06180585 19.18924395 10.91659686 10.55674596 43.27748869 18.01069656
 27.30541706 14.29100239 24.71620367 12.57787658 25.31703161 19.43055742
 38.32022666 18.77726394 34.20423431 18.18232107 24.61953715]"
2,2,"[-9.956390380859375, -37.223018646240234]","[{'key': 'v00', 'value': 16.255993547473672}, {'key': 'v01', 'value': 19.493160697478444}, {'key': 'v02', 'value': 17.928155691497263}, {'key': 'v03', 'value': 20.05876592991224}, {'key': 'v04', 'value': 18.023595709203487}, {'key': 'v05', 'value': 22.030619559500142}, {'key': 'v06', 'value': 22.34107262502719}, {'key': 'v07', 'value': 17.320988042697355}, {'key': 'v08', 'value': 16.179691012615596}, {'key': 'v09', 'value': 23.74223287307556}, {'key': 'v10', 'value': 17.26979440774621}, {'key': 'v11', 'value': 22.003205808153336}, {'key': 'v12', 'value': 19.316202189232595}, {'key': 'v13', 'value': 22.723618953090263}, {'key': 'v14', 'value': 22.863331867515885}, {'key': 'v15', 'value': 27.484645291333635}, {'key': 'v16', 'value': 16.01413234174753}, {'key': 'v17', 'value': 28.246155580630475}, {'key': 'v18', 'value': 34.41074841678664}, {'key': 'v19', 'value': 22.9817836190135}, {'key': 'v20', 'value': 22.266845538499723}, {'key': 'v21', 'value': 19.554539761078527}, {'key': 'v22', 'value': 22.80571260203306}, {'key': 'v23', 'value': 18.59158800041652}, {'key': 'v24', 'value': 19.50809971693814}, {'key': 'v25', 'value': 24.877115356175096}]",0,NK2QQPK97TXP,5,False,5,1,"[29.80606246 19.5030643   0.         21.88243868 14.75173392 25.35944629
 17.35678506 25.01785783 19.50809972 31.87631175 20.4989217  22.83268297
 18.19740273 17.32098804 19.42912464 15.37701725 21.16342736 11.75745179
 31.27387484 22.38830367 31.22326575 23.93900089 23.11251684 17.05869957
 35.85112972 18.43297756 32.90761637 30.56828033 20.77924773 27.86334328
 19.39837504 34.06208919 14.51534665 14.69829126 18.16365379 23.8563523
 16.01413234 25.0406291  23.54262809 31.23341263 12.37657388 19.60009898
 22.99262263 17.58664629 13.49692708 31.24032112 16.88344623 24.91597895
 30.45423382 23.13553317 34.52235209 18.65569299 16.78216111 15.42092871
 12.34632019 15.59637468 15.05342204 17.26979441 17.47699014 15.10962231
 14.35765777 26.69380122 37.92759021 22.96433389 23.74223287 19.05048844
 37.53225998 29.72998565 25.8561538  15.65768704 28.49932899 30.89705759
 17.8632586  20.15350499 23.83383729 24.20384334 21.73061314 19.31620219
 21.54609215 29.11533007 18.64113831 20.05876593 30.82071715 22.53074195
 30.06116559 31.74129568 10.17837034 20.69465501 26.9624582  20.13693441
 22.32219963 30.75482019 16.54353509 16.06313867 19.38600643 20.46694171
 14.15389278 19.00989986 29.98633805 17.36315116 22.00320581 22.34107263
 23.39723277 22.50333577 19.69424529 22.86333187 29.92427155 18.81660901
 19.55453976 22.69257725 23.5600634  24.51374965 26.10276509 22.03061956
 23.50233934 17.43954128 27.50275644 16.54377165 16.9011788  28.47298385
 21.18719313 15.66484613 26.27241041 21.39588721 21.313004   22.8057126
 17.15783839 18.49116104 26.30044845 19.85677828 34.41074842 23.02292621
 18.02359571 29.09161902 18.28192212 23.07148697 18.79618862 30.19975895
 18.56600372 20.25636172 22.60246467 22.34567435 22.26684554 18.55781812
 26.65894299 36.96319281 17.84186298 27.21666586 23.05675127 15.92106446
 22.63307049 27.48464529 25.02262653 19.33612494 28.24227173 24.87711536
 29.9729889  16.08082611 16.25599355 30.84407218 28.24615558 27.79139015
 18.591588   31.39996605 30.38800022 15.60256271 19.24773918 13.70162773
 19.4931607  21.1978748  13.72261612 18.06722044 36.43319559 18.41404041
 31.78010756 20.6434023  25.93235075 18.32667693 16.17969101 30.30591619
 21.45511829 22.98178362 19.41613637 17.41326666 34.90482354 17.89391156
 18.25155885 17.00301227 22.4646182  18.11761432 22.54814103 17.92815569
 29.44302173 15.20095048 22.72361895 16.56133408 20.79791041]"
3,3,"[-24.23968505859375, 3.8303415775299072]","[{'key': 'v00', 'value': 12.07332156552586}, {'key': 'v01', 'value': 10.255295432311627}, {'key': 'v02', 'value': 10.450464970794027}, {'key': 'v03', 'value': 10.632416923110041}, {'key': 'v04', 'value': 10.48654837118598}, {'key': 'v05', 'value': 12.212614360437868}, {'key': 'v06', 'value': 15.033414065821528}, {'key': 'v07', 'value': 12.47303489447222}, {'key': 'v08', 'value': 12.978663105123134}, {'key': 'v09', 'value': 14.152917632876731}, {'key': 'v10', 'value': 17.799429752827283}, {'key': 'v11', 'value': 19.011862093351976}, {'key': 'v12', 'value': 14.738088995283443}, {'key': 'v13', 'value': 20.655341747359092}, {'key': 'v14', 'value': 15.866585614439996}, {'key': 'v15', 'value': 17.872747653661257}, {'key': 'v16', 'value': 17.429326329406965}, {'key': 'v17', 'value': 20.470200964773262}, {'key': 'v18', 'value': 22.400592016428526}, {'key': 'v19', 'value': 21.573896071027207}, {'key': 'v20', 'value': 19.820730827436833}, {'key': 'v21', 'value': 23.69893494224347}, {'key': 'v22', 'value': 24.144561084357967}, {'key': 'v23', 'value': 30.78027213136041}, {'key': 'v24', 'value': 30.934857073514276}, {'key': 'v25', 'value': 31.28773256421002}]",0,3II3NWFATLG6,False,5,6,5,"[13.94770476 22.09237771 21.88243868  0.         14.45577821 14.91365358
 12.51153408 12.34861719 30.93485707 21.47247071 16.35391324 18.07567497
 21.02073117 12.47303489 15.19284751 16.78669048 10.31812668 19.07341668
 16.017932    9.90961888 17.86390067 12.31661332 16.42129864 15.82596226
 20.85249547 18.49980398 24.10589959 12.504203   14.64860465 12.04011278
 10.97001999 16.68042948 21.11458832 19.63702934 10.79852334 14.71408853
 17.42932633 12.49664409  9.49299365 13.99984801 23.88029067 13.2360465
 13.25462237 17.60237779 23.12129954 15.9435502  13.62259079 12.57822288
 12.8691381  15.39838747 19.08044273 12.32762395 12.08916176 17.88221002
 23.15110028 20.27620828 14.32598468 17.79942975 15.35779073 22.96398378
 14.45161254 16.31209251 20.65945402 18.02135672 14.15291763 20.13509522
 23.79361925 13.35532714  9.62210362 15.71896383 16.16229126 18.64449357
 20.22803076 11.1572753  15.4677351  13.33844125 13.82150637 14.738089
 13.51458123 20.31547239 25.48504691 10.63241692 14.83405028 11.22649365
 11.62350865 19.67324022 21.25964329 13.6557918  11.00370655 13.670859
 10.84132918 18.69747709 18.52994769 21.69524185  8.79398663 12.91930482
 13.37088253 14.13180884 19.72808629 11.07231412 19.01186209 15.03341407
 12.454701   12.69443503 15.54478366 15.86658561 12.62600879 12.84246553
 23.69893494 10.81789449 20.29081646 13.3675573  11.36944383 12.21261436
 11.62326178 11.7839287  18.59565897 23.66479127 12.74136866 19.00294888
 20.53207554 16.09399496 12.43826818  9.57463672 13.06965352 24.14456108
 24.03287718 13.03934276 10.83815819 15.30986153 22.40059202  9.9928636
 10.48654837 15.15363514 16.77867843 16.30658417 15.51171474 19.49239723
 15.657234    9.39137748 16.44620746 27.08858928 19.82073083 10.62745257
 14.50030555 19.08247542 10.36825429 17.2001391  16.61196326 15.67134987
 16.54125578 17.87274765 14.32578831 22.94829217 12.54924248 31.28773256
 12.40016614 13.88388566 12.07332157 14.40825678 20.47020096 14.41429583
 30.78027213 14.57366639 16.27897249 21.33049283 11.34813726 16.10395507
 10.25529543 14.93088113 24.28617502 19.26594319 24.95770025 29.74508149
 17.76364443 12.5279561  12.14909385 13.93824804 12.97866311 12.49874039
 10.55382296 21.57389607 23.39026449 17.4451779  19.74669079 24.43267161
 13.50607407 15.44468541 10.52365084 25.52762088 12.46284718 10.45046497
 18.21914437 13.3823768  20.65534175 14.16652447 11.13379984]"
4,4,"[-3.0287280082702637, -24.491334915161133]","[{'key': 'v00', 'value': 12.443102336833974}, {'key': 'v01', 'value': 13.669971939607855}, {'key': 'v02', 'value': 12.34164947008817}, {'key': 'v03', 'value': 14.226120308755059}, {'key': 'v04', 'value': 12.038556340176658}, {'key': 'v05', 'value': 18.343197258610008}, {'key': 'v06', 'value': 19.415227475126816}, {'key': 'v07', 'value': 12.515697483800572}, {'key': 'v08', 'value': 11.538137951579078}, {'key': 'v09', 'value': 17.932772734570435}, {'key': 'v10', 'value': 16.013745581909387}, {'key': 'v11', 'value': 20.82367341646492}, {'key': 'v12', 'value': 14.360021960572423}, {'key': 'v13', 'value': 22.791228878296202}, {'key': 'v14', 'value': 18.46787133522989}, {'key': 'v15', 'value': 25.9544814121083}, {'key': 'v16', 'value': 9.75882615657167}, {'key': 'v17', 'value': 27.423448900010992}, {'key': 'v18', 'value': 33.704980225273594}, {'key': 'v19', 'value': 18.344058377015}, {'key': 'v20', 'value': 15.181743464924603}, {'key': 'v21', 'value': 16.969585280470465}, {'key': 'v22', 'value': 18.28337025858901}, {'key': 'v23', 'value': 19.329842398629317}, {'key': 'v24', 'value': 18.83018661743158}, {'key': 'v25', 'value': 21.997862491209187}]",0,DFUW0UXL5WS1,False,False,3,1,"[25.43723371 13.91056421 14.75173392 14.45577821  0.         21.13386027
  9.96770091 20.76357711 18.83018662 30.51383191 19.0865613  20.98885563
 12.98071273 12.51569748 12.66804769 13.95955634 14.45296883 12.81657281
 28.45136191 14.55725744 28.89900358 18.62887307 16.72948058 10.2051296
 33.1741031  17.44361188 33.26677666 25.60536658 13.92238867 22.69590249
 12.48055436 29.93539887 13.53380797 12.2325107  11.79966272 21.09754033
  9.75882616 18.12577829 15.59305798 26.87530345 13.49792539 13.11626841
 18.79801515 17.44593508 11.99491479 28.05428063 11.17739052 20.73186083
 24.81034979 20.06063623 31.31988024 13.41888409 11.87991088 11.8875952
 13.14542781 10.32810724  1.73055803 16.01374558 12.32915134 13.3291019
 10.11151917 24.38518812 33.7020456  22.23425982 17.93277273 14.08863952
 36.69673422 24.13736153 19.29033008 10.45453733 25.4077464  28.53009935
 14.06700081 12.80916881 21.46889276 19.09226709 16.94511488 14.36002196
 18.4062311  27.47071966 16.12717685 14.22612031 27.6413018  17.1323135
 24.54069209 29.9993269  12.49175976 15.02163739 21.70290304 15.91660642
 16.98954543 28.92838602 12.42365037 12.78551554 11.85857122 13.63826146
 10.66495753 13.22926212 29.04529579 11.45817667 20.82367342 19.41522748
 18.77479728 17.89078616 12.76021479 18.46787134 24.05227169 13.87016873
 16.96958528 17.7699871  23.80355685 21.12703385 19.46180055 18.34319726
 17.28577152 11.47976813 26.93773997 14.69956767  9.68745545 28.38091926
 21.53416616 10.41109971 21.06238919 14.77563519 15.57964476 18.28337026
 14.11462524 10.88898008 21.38443965 12.13875827 33.70498023 15.26522917
 12.03855634 24.84544861 13.55273036 20.06750924 15.62312914 29.50704546
 16.28006328 12.57110057 20.8726092  19.25072244 15.18174346 13.22399358
 23.12238253 33.69246711 11.4843377  24.05851275 21.23584234 11.96635549
 20.07620604 25.95448141 21.97377774 14.43821254 23.47422128 21.99786249
 25.04764265  9.85602499 12.44310234 26.33656924 27.4234489  24.8487634
 19.3298424  27.29518107 27.61596916 13.49723274 13.20540251 14.94625226
 13.66997194 18.66390807 12.23509602 12.41316002 35.82020924 18.55778282
 29.14419431 15.41387666 20.11314988 12.55420348 11.53813795 24.83420127
 13.63845624 18.34405838 16.7109771  12.99394481 32.02554822 17.33303048
 16.9340559  12.00159005 15.44623588 17.54462951 16.92305892 12.34164947
 26.56921652 10.63314543 22.79122888 10.35141923 14.94968928]"
5,5,"[1.9501954317092896, 26.076560974121094]","[{'key': 'v00', 'value': 11.165445918759152}, {'key': 'v01', 'value': 11.47835720719512}, {'key': 'v02', 'value': 15.146018604862098}, {'key': 'v03', 'value': 12.814774574186565}, {'key': 'v04', 'value': 14.898003384327053}, {'key': 'v05', 'value': 11.550756184173725}, {'key': 'v06', 'value': 10.509794028540998}, {'key': 'v07', 'value': 17.701443051051264}, {'key': 'v08', 'value': 21.16161800108028}, {'key': 'v09', 'value': 13.779548156090836}, {'key': 'v10', 'value': 16.946695597559145}, {'key': 'v11', 'value': 13.950469784277987}, {'key': 'v12', 'value': 23.264000179410473}, {'key': 'v13', 'value': 15.048078680964133}, {'key': 'v14', 'value': 17.949474639645906}, {'key': 'v15', 'value': 13.40769775727398}, {'key': 'v16', 'value': 26.129318997098206}, {'key': 'v17', 'value': 13.682068755308034}, {'key': 'v18', 'value': 15.400649329935252}, {'key': 'v19', 'value': 28.720661006353133}, {'key': 'v20', 'value': 30.609163722681448}, {'key': 'v21', 'value': 33.471296794991275}, {'key': 'v22', 'value': 34.65727615213161}, {'key': 'v23', 'value': 40.273027797209714}, {'key': 'v24', 'value': 38.65596436384997}, {'key': 'v25', 'value': 41.91946182385994}]",0,2I38PMQAZKOE,4,False,4,4,"[12.78683376 31.65094892 25.35944629 14.91365358 21.13386027  0.
 17.01725199 12.85207829 38.65596436 14.94355381 14.36436804 12.92561849
 30.90549441 17.70144305 24.0107814  15.04227262 12.97403457 21.69636804
 12.40179025 13.21829824 13.4682641  12.26280323 20.76032325 23.59184131
 17.31890671 15.29357558 17.2853449  13.62001844 22.04723084 13.53511974
 19.22068906 15.49342154 29.93734581 20.80109798 18.13204917 12.16516792
 26.129319   15.93300021 16.66735879 13.53422774 30.94587025 22.23865108
 12.24470033 12.68216058 28.97291835 13.27519187 16.5407669  10.88614265
 15.48570685 11.47525379 17.42378507 14.23464976 13.66186964 22.28903332
 30.08021448 28.44191924 20.84375753 16.9466956  17.76643008 30.80283092
 19.08534532 11.11345759 19.9126528  13.28523983 13.77954816 31.24914695
 17.06062072 14.82663159 14.58168824 22.89774206 14.13044456 15.38921046
 29.80493296 19.43312347 10.72988288 11.61455746 14.73032839 23.26400018
 11.24650011 17.32779901 34.28566049 12.81477457 14.36893607 12.38925189
 14.72343729 12.12930095 26.69026223 23.75700505 12.73420973 13.01665225
 10.98336598 14.22311091 25.80443451 30.96773495 15.36170385 21.69299566
 21.60496002 22.36251409 13.66850059 15.85834941 13.95046978 10.50979403
 11.60564286 11.22033532 26.1721605  17.94947464 15.57701682 14.48962268
 33.47129679 11.44306525 14.76963643 11.44518319 11.86663942 11.55075618
 11.83068295 18.73544625 15.54469794 33.14138142 21.21263626 13.22406569
 16.15747951 22.04934177 13.40263759 13.78126021 13.58380865 34.65727615
 34.37842173 21.19661674 12.44352086 26.65850968 15.40064933 14.86355243
 14.89800338 14.63987309 26.37308535 12.27909541 10.7752424  12.98337816
 12.66672903 15.69730784 12.0071248  37.46108935 30.60916372 13.96873883
 13.19180769 17.51494453 17.71686888 15.00506689 12.13230521 14.75556602
 12.57710199 13.40769776 10.59750948 32.04091604 13.13471008 41.91946182
 13.59767405 21.29906945 11.16544592 14.61198624 13.68206876 11.69353435
 40.2730278  15.02764922 13.16937796 31.06135583 19.04551395 13.47821986
 11.47835721 12.16079435 30.79223523 29.25365666 16.09309325 38.70799846
 14.46484341 13.46128318 12.75787208 22.8525111  21.161618   13.31540911
 12.60144917 28.72066101 33.52123957 27.87074339 15.74794007 31.68328264
 11.30000284 21.54575777 12.17377002 33.22010837 14.67537235 15.1460186
 13.22378122 16.78534227 15.04807868 19.05153665 12.32223367]"
6,6,"[-15.513785362243652, -12.464744567871094]","[{'key': 'v00', 'value': 12.017028730318511}, {'key': 'v01', 'value': 11.507287370855288}, {'key': 'v02', 'value': 11.10894992943349}, {'key': 'v03', 'value': 12.096942886737557}, {'key': 'v04', 'value': 11.126765794132949}, {'key': 'v05', 'value': 15.209143902676923}, {'key': 'v06', 'value': 16.12306055060303}, {'key': 'v07', 'value': 12.326428174536819}, {'key': 'v08', 'value': 12.559996319252244}, {'key': 'v09', 'value': 14.28139199346992}, {'key': 'v10', 'value': 16.575781062366588}, {'key': 'v11', 'value': 17.468315159191437}, {'key': 'v12', 'value': 14.644259072025998}, {'key': 'v13', 'value': 19.675346115992895}, {'key': 'v14', 'value': 17.610933899948893}, {'key': 'v15', 'value': 21.64577806451648}, {'key': 'v16', 'value': 11.419730482198796}, {'key': 'v17', 'value': 22.09019508116155}, {'key': 'v18', 'value': 26.7003288981454}, {'key': 'v19', 'value': 18.669764167190586}, {'key': 'v20', 'value': 18.281610177233333}, {'key': 'v21', 'value': 21.87010066276006}, {'key': 'v22', 'value': 23.050046696067394}, {'key': 'v23', 'value': 26.139944689027427}, {'key': 'v24', 'value': 26.828464570337577}, {'key': 'v25', 'value': 28.49296763622678}]",0,NMW060ZHF6CX,False,False,0,7,"[19.53925206 19.5484272  17.35678506 12.51153408  9.96770091 17.01725199
  0.         15.67385971 26.82846457 25.55557603 16.96248434 17.08347454
 17.25056199 12.32642817 12.98743688 14.10597122 11.14283549 14.5140435
 21.64353084 11.67537171 23.22604408 16.18626025 16.34000582 12.12137513
 26.58851501 16.27529613 28.16311945 19.68685072 13.92354017 16.5718716
 12.70450464 23.59681031 17.87221321 15.68273158 11.70851461 17.18815264
 11.41973048 13.90068437 13.31882815 20.17296373 19.49680647 12.77950351
 15.17377018 16.15729608 18.12376219 21.7015262  11.13859931 16.72871136
 18.46352394 17.02789776 25.32070623 12.86798562 11.56813306 14.25258389
 19.76696952 14.8951509  10.11903277 16.57578106 13.05903012 20.45173143
 11.30903454 19.13896101 27.42710473 19.05201373 14.28139199 18.69722661
 29.47867441 18.81316614 14.66992911 11.47588146 19.87952089 22.33797436
 17.77081709 12.54348676 16.24538208 14.87068314 14.87215099 14.64425907
 15.97432141 23.99899239 22.54522668 12.09694289 20.99515571 13.80853567
 19.2001742  23.73033524 16.42769755 15.20938356 16.14524943 12.40709693
 13.52317684 23.01655349 14.08881785 16.68342471 11.12540478 13.25339354
 11.9536155  13.12006757 23.12538838 11.23428036 17.46831516 16.12306055
 15.41124474 15.24342882 14.32439382 17.6109339  18.18662631 13.35420943
 21.87010066 14.33504733 20.36339052 15.98605926 14.94352239 15.2091439
 13.37517912 10.45188065 21.7477516  19.58314951 10.27943103 22.83143923
 19.76979061 12.29138822 16.00696724 12.25231711 13.44383955 23.0500467
 19.48938348 12.05533946 16.22650686 13.65379567 26.7003289  13.12228455
 11.12676579 20.7521656  14.77555849 17.16352088 14.03959015 23.11446491
 15.58360307 10.94357002 16.14595994 25.27063161 18.28161018 10.62997504
 17.40425624 26.34236942 11.39907983 18.82016955 16.35352403 12.91343225
 16.84175029 21.64577806 17.52209091 21.03562995 17.89458233 28.49296764
 19.293602   11.29891293 12.01702873 20.23030278 22.09019508 19.04211992
 26.13994469 21.15702562 21.81283197 17.77647986 13.56730718 14.63553027
 11.50728737 15.96999633 19.37394867 15.01665999 29.476304   26.66640924
 23.14334264 13.83338572 15.84232987 12.36141633 12.55999632 18.626941
 11.54822881 18.66976417 21.30029206 14.82261104 25.57932257 19.88787826
 13.69234541 13.87224824 12.53605191 22.54807591 14.24670035 11.10894993
 20.36620694 11.0936042  19.67534612 10.90097056 13.1746099 ]"
